1.000000000000000000e+00,3.720574975013732910e-01,-1.891501545906066895e+00,7.755578160285949707e-01,6.798694729804992676e-01,-7.845273017883300781e-01,8.060519099235534668e-01,7.456176877021789551e-01,-4.041125252842903137e-02,2.173076152801513672e+00,6.456331014633178711e-01,-9.344012141227722168e-01,-1.719623565673828125e+00,0.000000000000000000e+00,1.362470388412475586e+00,-3.548240959644317627e-01,1.195360183715820312e+00,0.000000000000000000e+00,6.343190073966979980e-01,-1.045456994324922562e-02,-5.929129719734191895e-01,0.000000000000000000e+00,8.215814232826232910e-01,5.539087057113647461e-01,9.889863729476928711e-01,1.039040327072143555e+00,6.714363098144531250e-01,8.615103960037231445e-01,7.718135714530944824e-01
0.000000000000000000e+00,6.727414131164550781e-01,-7.003377079963684082e-01,1.510194182395935059e+00,1.548610329627990723e+00,-1.554020524024963379e+00,4.757162928581237793e-01,-5.943922698497772217e-02,4.506527632474899292e-02,0.000000000000000000e+00,7.748101353645324707e-01,-7.080711126327514648e-01,6.656952500343322754e-01,0.000000000000000000e+00,8.296352028846740723e-01,5.991165637969970703e-01,-6.525685787200927734e-01,2.548224449157714844e+00,3.982141017913818359e-01,-1.126437783241271973e+00,3.166933357715606689e-01,0.000000000000000000e+00,8.127279877662658691e-01,9.097532629966735840e-01,9.854060411453247070e-01,8.184127211570739746e-01,7.146312594413757324e-01,7.049784660339355469e-01,7.640706896781921387e-01
0.000000000000000000e+00,9.801967144012451172e-01,-6.535872220993041992e-01,-1.005652427673339844e+00,1.051865816116333008e+00,-6.792150139808654785e-01,6.881534457206726074e-01,-7.149714231491088867e-01,6.144087314605712891e-01,2.173076152801513672e+00,9.258943200111389160e-01,-1.345292210578918457e+00,-1.074508856981992722e-02,2.214872121810913086e+00,1.433070063591003418e+00,-8.063074350357055664e-01,1.630272626876831055e+00,0.000000000000000000e+00,8.492475152015686035e-01,-1.071471333503723145e+00,1.433176398277282715e+00,0.000000000000000000e+00,3.267330229282379150e-01,1.051626682281494141e+00,1.000535249710083008e+00,1.105704545974731445e+00,7.426453828811645508e-01,9.202184677124023438e-01,8.989292383193969727e-01
1.000000000000000000e+00,1.858091354370117188e+00,1.113192200660705566e+00,2.173673510551452637e-01,4.191510081291198730e-01,1.681359857320785522e-01,3.020198345184326172e+00,1.341736197471618652e+00,1.360597968101501465e+00,0.000000000000000000e+00,2.116437911987304688e+00,-2.554109990596771240e-01,-4.618215858936309814e-01,2.214872121810913086e+00,9.880456328392028809e-01,1.507544755935668945e+00,-1.002051830291748047e+00,0.000000000000000000e+00,1.400077939033508301e+00,5.858469009399414062e-01,-2.516392767429351807e-01,3.101961374282836914e+00,6.813340187072753906e-01,6.999287605285644531e-01,1.001246333122253418e+00,1.390229940414428711e+00,8.331168889999389648e-01,9.182465076446533203e-01,9.380326271057128906e-01
1.000000000000000000e+00,1.282161712646484375e+00,-1.714726537466049194e-01,5.291994214057922363e-01,3.603244125843048096e-01,-8.962277770042419434e-01,1.157915234565734863e+00,-1.307357847690582275e-01,1.297399044036865234e+00,2.173076152801513672e+00,7.376685738563537598e-01,-2.932945489883422852e-01,-5.272920131683349609e-01,2.214872121810913086e+00,1.351054906845092773e+00,-2.455942779779434204e-01,-9.843003153800964355e-01,0.000000000000000000e+00,5.802826285362243652e-01,4.176165759563446045e-01,-1.047385931015014648e+00,0.000000000000000000e+00,9.282741546630859375e-01,1.138855576515197754e+00,9.872840046882629395e-01,6.980503797531127930e-01,1.360975027084350586e+00,8.333699107170104980e-01,7.343487739562988281e-01
1.000000000000000000e+00,5.781257152557373047e-01,-7.587758302688598633e-01,-1.389061570167541504e+00,1.255195498466491699e+00,-1.713606834411621094e+00,1.282226204872131348e+00,-1.238041818141937256e-01,2.562822699546813965e-01,2.173076152801513672e+00,6.227186918258666992e-01,2.574742734432220459e-01,-1.590348243713378906e+00,0.000000000000000000e+00,8.018870353698730469e-01,-8.672940731048583984e-01,-4.179132878780364990e-01,2.548224449157714844e+00,4.629604220390319824e-01,7.973840236663818359e-01,9.886918663978576660e-01,0.000000000000000000e+00,5.668267607688903809e-01,1.090788960456848145e+00,9.774668812751770020e-01,9.110550880432128906e-01,9.001953601837158203e-01,9.856247901916503906e-01,8.192443847656250000e-01
1.000000000000000000e+00,7.565596103668212891e-01,-7.061815261840820312e-01,2.267999947071075439e-01,1.465747833251953125e+00,9.387485980987548828e-01,9.256909489631652832e-01,-5.070231556892395020e-01,-5.875822901725769043e-01,2.173076152801513672e+00,6.782421469688415527e-01,-7.109852433204650879e-01,-1.130394220352172852e+00,2.214872121810913086e+00,6.519063711166381836e-01,-8.363456726074218750e-01,-1.524612545967102051e+00,0.000000000000000000e+00,5.503435730934143066e-01,-6.642208099365234375e-01,9.931311607360839844e-01,0.000000000000000000e+00,5.076357722282409668e-01,7.896230220794677734e-01,9.888586401939392090e-01,9.319053292274475098e-01,5.625305175781250000e-01,8.440538644790649414e-01,6.913387775421142578e-01
1.000000000000000000e+00,1.807214736938476562e+00,1.059623956680297852e+00,-3.165118694305419922e-01,7.981359362602233887e-01,5.694922804832458496e-01,1.189886093139648438e+00,2.039619237184524536e-01,1.532454252243041992e+00,2.173076152801513672e+00,4.456984102725982666e-01,5.945409536361694336e-01,-1.146484375000000000e+00,0.000000000000000000e+00,4.752313196659088135e-01,1.626787185668945312e+00,-3.015284426510334015e-02,0.000000000000000000e+00,7.316818833351135254e-01,1.065553069114685059e+00,5.847158432006835938e-01,3.101961374282836914e+00,7.403950095176696777e-01,1.078595757484436035e+00,1.192372441291809082e+00,6.446083784103393555e-01,9.296182990074157715e-01,9.881352186203002930e-01,8.110205531120300293e-01
0.000000000000000000e+00,7.012908458709716797e-01,1.248573780059814453e+00,5.192118883132934570e-01,2.266014099121093750e+00,5.120174884796142578e-01,1.110371112823486328e+00,4.089395105838775635e-01,-1.295519590377807617e+00,2.173076152801513672e+00,8.319703340530395508e-01,-5.040826201438903809e-01,2.939592897891998291e-01,0.000000000000000000e+00,1.654001712799072266e+00,-5.933092236518859863e-01,-1.193990230560302734e+00,2.548224449157714844e+00,1.382309198379516602e+00,1.785963028669357300e-01,1.634609460830688477e+00,0.000000000000000000e+00,9.625574350357055664e-01,1.233586311340332031e+00,9.916172027587890625e-01,1.563998341560363770e+00,9.548063278198242188e-01,1.329232573509216309e+00,1.113764047622680664e+00
0.000000000000000000e+00,1.258004426956176758e+00,-5.406068563461303711e-01,-1.428402811288833618e-01,4.387942254543304443e-01,1.305840373039245605e+00,8.139300942420959473e-01,-3.634398281574249268e-01,-1.133642077445983887e+00,2.173076152801513672e+00,1.110091090202331543e+00,2.341613173484802246e-01,5.724838972091674805e-01,0.000000000000000000e+00,4.264086186885833740e-01,1.458126902580261230e-01,-4.650658071041107178e-01,0.000000000000000000e+00,4.225548207759857178e-01,-1.958428144454956055e+00,-1.203871250152587891e+00,0.000000000000000000e+00,8.709874153137207031e-01,8.308110237121582031e-01,9.933575391769409180e-01,8.512145876884460449e-01,8.395718932151794434e-01,7.214921712875366211e-01,6.618963479995727539e-01
1.000000000000000000e+00,5.254191160202026367e-01,-1.913902759552001953e+00,1.030239105224609375e+00,6.980180740356445312e-01,-1.316139578819274902e+00,8.187853097915649414e-01,-1.096209883689880371e+00,-1.287758350372314453e+00,2.173076152801513672e+00,1.355225205421447754e+00,-1.363748311996459961e+00,7.172944545745849609e-01,2.214872121810913086e+00,8.882927298545837402e-01,1.876195669174194336e+00,1.616958975791931152e+00,0.000000000000000000e+00,1.098739862442016602e+00,-8.541045784950256348e-01,-5.318698883056640625e-01,0.000000000000000000e+00,6.707155108451843262e-01,1.006598711013793945e+00,9.830749630928039551e-01,6.785270571708679199e-01,1.524286389350891113e+00,9.426928162574768066e-01,8.070161342620849609e-01
0.000000000000000000e+00,6.028319001197814941e-01,-1.665540695190429688e+00,1.065195441246032715e+00,1.050285220146179199e+00,-1.450295448303222656e+00,9.694792032241821289e-01,-1.693547517061233521e-01,-1.230130121111869812e-01,0.000000000000000000e+00,6.623783111572265625e-01,-5.963631868362426758e-01,1.103456020355224609e+00,2.214872121810913086e+00,4.690845906734466553e-01,-2.109783649444580078e+00,-1.049759030342102051e+00,0.000000000000000000e+00,5.939134359359741211e-01,-1.158085107803344727e+00,-9.619295001029968262e-01,3.101961374282836914e+00,1.806233406066894531e+00,1.039861917495727539e+00,9.868173599243164062e-01,9.356449842453002930e-01,5.874783396720886230e-01,7.834928035736083984e-01,9.129016399383544922e-01
0.000000000000000000e+00,7.541804313659667969e-01,-3.097762167453765869e-01,8.992918729782104492e-01,9.634352326393127441e-01,-4.009207785129547119e-01,9.658148884773254395e-01,6.446142792701721191e-01,1.341749191284179688e+00,0.000000000000000000e+00,1.415029406547546387e+00,-2.486113905906677246e-01,-2.393348067998886108e-01,2.214872121810913086e+00,1.324887394905090332e+00,-1.636718809604644775e-01,-1.542918801307678223e+00,2.548224449157714844e+00,5.462056398391723633e-01,6.774574518203735352e-01,4.859415292739868164e-01,0.000000000000000000e+00,7.794116735458374023e-01,9.153685569763183594e-01,1.087760567665100098e+00,7.589923143386840820e-01,1.343672156333923340e+00,1.029145717620849609e+00,8.851055502891540527e-01
